c,m,seed,converged,iterations,final_objective,xie_beni,partition_coefficient,modified_partition_coefficient,partition_entropy,minimum_centroid_distance
3,2.5,5,True,117,40.18743434233321,0.9450577603653426,0.3943122556286808,0.09146838344302118,1.009223647174489,1.1812162890215425
3,2.5,6,True,84,40.18743434297519,0.9456385586554257,0.39431242906608127,0.09146864359912192,1.009224430612272,1.1804908021232328
3,2.5,7,True,72,40.18743434256462,0.9450494040492194,0.3943122524291711,0.09146837864375669,1.0092236367769907,1.1812267335786832
3,2.5,8,True,120,40.18743434238122,0.9456175978116751,0.3943124229287354,0.09146863439310314,1.009224402205736,1.1805169692212987
3,2.5,9,True,76,40.18743434303249,0.9450331304326136,0.3943122480909859,0.09146837213647889,1.0092236141543767,1.1812470744980166
3,2.5,10,True,83,40.18743434298295,0.9456388226686743,0.3943124291417199,0.09146864371257983,1.0092244309721448,1.1804904725417786
3,2.5,11,True,84,40.18743434290578,0.9456361870864283,0.3943124283261683,0.09146864248925247,1.0092244274554139,1.1804937626842735
3,2.5,12,True,88,40.18743434242557,0.9450543843148713,0.39431225460041586,0.0914683819006238,1.0092236426423251,1.1812205087237968
3,2.5,13,True,76,40.18743434269644,0.9456289103880942,0.39431242619991913,0.09146863929987871,1.009224417588526,1.180502846682946
3,2.5,14,True,93,40.18743434306445,0.9450320500848719,0.394312247808415,0.09146837171262252,1.0092236126457044,1.1812484248843953
3,2.5,15,True,104,40.1874343427766,0.9456317151654079,0.3943124270748713,0.09146864061230696,1.009224421322257,1.1804993452716168
3,2.5,16,True,85,40.187434342431295,0.9450541759316445,0.39431225453400026,0.0914683818010004,1.009223642366276,1.181220769181547
3,2.5,17,True,87,40.18743434255269,0.9450498014498312,0.3943122532078626,0.09146837981179394,1.0092236364859042,1.181226236863564
3,2.5,18,True,85,40.187434342299355,0.9456145847157966,0.394312422032421,0.09146863304863152,1.009224398139854,1.1805207308053798
3,2.5,19,True,76,40.18743434246041,0.9450531246111351,0.3943122541200338,0.0914683811800507,1.0092236410724833,1.1812220832265627
4,1.5,0,True,98,86.24513729676542,0.6131336514167025,0.7231771610339878,0.6309028813786504,0.5404170503087045,3.907301862654559
4,1.5,1,True,109,86.24513729677503,0.613133635356648,0.7231771589463543,0.630902878595139,0.5404170526564712,3.907301965000465
