cluster,family_score,water_score,sanitation_score,overall_risk_score,dominant_dimension,dominant_indicator,cluster_label,number_of_provinces,mean_maximum_membership
2,0.5318825,0.6936789999999999,0.337398,0.5209864999999999,water,maternal_age_risk_z,Profil faktor risiko relatif lebih tinggi,13,0.866683076923077
1,-0.339707,-0.46786550000000005,-0.2510755,-0.3528826666666667,sanitation,sanitation_babs_z,Profil faktor risiko relatif lebih rendah,23,0.8613551304347825
